N,D,age,sex,year,n,mx,ax,qx,px,lx,dx,Lx,Tx,ex,lost,total,edagger,decile,age_2,check_death,check_pop
4676,202,67,1,1991,1,.04319932,.5,.04228595,.95771405,65086.328,2752.238,63710.209,732456.1,11.253609,30249.874,1156034,11.56034,9,,,
4394,210,68,1,1991,1,.04779244,.5,.04667704,.95332296,62334.09,2909.571,60879.305,668745.89,10.728413,30488.862,1156034,11.56034,9,,,
4642,207,69,1,1991,1,.04459285,.5,.04362027,.95637973,59424.519,2592.114,58128.463,607866.59,10.229222,25794.372,1156034,11.56034,9,,,
4404,228,70,1,1991,1,.05177112,.5,.05046481,.94953519,56832.406,2868.036,55398.388,549738.13,9.6729695,27007.515,1156034,11.56034,9,,,
4104,250,71,1,1991,1,.06091618,.5,.05911563,.94088437,53964.369,3190.138,52369.301,494339.74,9.1604839,28496.072,1156034,11.56034,9,,,
2920,249,72,1,1991,1,.08527397,.5,.08178683,.91821317,50774.232,4152.664,48697.9,441970.44,8.7046209,35588.413,1156034,11.56034,9,,,
2662,217,73,1,1991,1,.08151766,.5,.07832521,.92167479,46621.568,3651.644,44795.746,393272.54,8.4354206,30208.6,1156034,11.56034,9,,,
2704,202,74,1,1991,1,.07470414,.5,.07201426,.92798574,42969.924,3094.447,41422.7,348476.79,8.1097837,24461.772,1156034,11.56034,9,,,
2804,212,75,1,1991,1,.07560628,.5,.07285223,.92714777,39875.477,2905.018,38422.968,307054.09,7.700324,21738.865,1156034,11.56034,9,,,
2622,216,76,1,1991,1,.08237986,.5,.07912088,.92087912,36970.459,2925.135,35507.892,268631.12,7.2661019,20642.006,1156034,11.56034,9,,,
2254,197,77,1,1991,1,.08740018,.5,.0837407,.9162593,34045.324,2850.979,32619.834,233123.23,6.8474376,18923.366,1156034,11.56034,9,,,
2144,207,78,1,1991,1,.09654851,.5,.09210234,.90789766,31194.345,2873.072,29757.809,200503.4,6.427556,17894.121,1156034,11.56034,9,,,
1880,208,79,1,1991,1,.1106383,.5,.10483871,.89516129,28321.273,2969.166,26836.69,170745.59,6.0288812,17377.472,1156034,11.56034,9,,,
1550,203,80,1,1991,1,.13096774,.5,.12291856,.87708144,25352.107,3116.244,23793.985,143908.9,5.6764078,17261.288,1156034,11.56034,9,,,
1440,178,81,1,1991,1,.12361111,.5,.11641596,.88358404,22235.863,2588.609,20941.558,120114.91,5.4018554,13524.902,1156034,11.56034,9,,,
1184,183,82,1,1991,1,.15456081,.5,.14347315,.85652685,19647.253,2818.853,18237.827,99173.355,5.0476957,13892.939,1156034,11.56034,9,,,
912,170,83,1,1991,1,.18640351,.5,.17051153,.82948847,16828.4,2869.436,15393.682,80935.529,4.8094607,13636.686,1156034,11.56034,9,,,
768,127,84,1,1991,1,.16536458,.5,.15273602,.84726398,13958.964,2132.037,12892.945,65541.847,4.6953233,9750.8014,1156034,11.56034,9,,,
2622,589,85,1,1991,,.22463768,4.4516129,1,0,11826.927,11826.93,52648.902,52648.902,4.4516129,,1156034,11.56034,9,,,
62508,353,0,2,1991,1,.00564728,.1,.00561872,.99438128,100000,561.8719,99494.315,7732524.5,77.325245,43288.539,964047.27,9.6404727,999,,,
61128,41,1,2,1991,1,.00067072,.5,.0006705,.9993295,99438.128,66.67315,99404.791,7633030.2,76.761604,5086.307,964047.27,9.6404727,999,,,
60900,28,2,2,1991,1,.00045977,.5,.00045966,.99954034,99371.455,45.67752,99348.616,7533625.4,75.812771,3440.892,964047.27,9.6404727,999,,,
63124,19,3,2,1991,1,.00030099,.5,.00030095,.99969905,99325.777,29.89205,99310.831,7434276.8,74.847406,2222.7309,964047.27,9.6404727,999,,,
61826,13,4,2,1991,1,.00021027,.5,.00021025,.99978975,99295.885,20.8765,99285.447,7334966,73.869788,1531.8658,964047.27,9.6404727,999,,,
62614,11,5,2,1991,1,.00017568,.5,.00017566,.99982434,99275.009,17.43906,99266.289,7235680.5,72.885216,1262.4409,964047.27,9.6404727,999,,,
62574,8,6,2,1991,1,.00012785,.5,.00012784,.99987216,99257.57,12.68913,99251.225,7136414.2,71.897934,906.03578,964047.27,9.6404727,999,,,
60214,11,7,2,1991,1,.00018268,.5,.00018267,.99981733,99244.881,18.12857,99235.816,7037163,70.907063,1276.4963,964047.27,9.6404727,999,,,
61074,8,8,2,1991,1,.00013099,.5,.00013098,.99986902,99226.752,12.99673,99220.254,6937927.2,69.919926,902.29086,964047.27,9.6404727,999,,,
63794,6,9,2,1991,1,.00009405,.5,.00009405,.99990595,99213.755,9.330886,99209.09,6838706.9,68.92902,638.5334,964047.27,9.6404727,999,,,
64702,9,10,2,1991,1,.0001391,.5,.00013909,.99986091,99204.424,13.7983,99197.525,6739497.8,67.935456,930.55949,964047.27,9.6404727,999,,,
63774,8,11,2,1991,1,.00012544,.5,.00012544,.99987456,99190.626,12.44199,99184.405,6640300.3,66.944837,826.75759,964047.27,9.6404727,999,,,
60186,13,12,2,1991,1,.000216,.5,.00021597,.99978403,99178.184,21.41988,99167.474,6541115.9,65.953173,1402.1508,964047.27,9.6404727,999,,,
57908,8,13,2,1991,1,.00013815,.5,.00013814,.99986186,99156.764,13.69758,99149.915,6441948.4,64.967312,883.107,964047.27,9.6404727,999,,,
57188,14,14,2,1991,1,.00024481,.5,.00024478,.99975522,99143.067,24.26791,99130.933,6342798.5,63.976219,1540.6235,964047.27,9.6404727,999,,,
61758,12,15,2,1991,1,.00019431,.5,.00019429,.99980571,99118.799,19.25759,99109.17,6243667.6,62.99176,1203.5575,964047.27,9.6404727,999,,,
63234,17,16,2,1991,1,.00026884,.5,.00026881,.99973119,99099.541,26.63861,99086.222,6144558.4,62.003904,1638.5987,964047.27,9.6404727,999,,,
63538,20,17,2,1991,1,.00031477,.5,.00031472,.99968528,99072.903,31.18049,99057.312,6045472.2,61.020441,1887.3543,964047.27,9.6404727,999,,,
66492,20,18,2,1991,1,.00030079,.5,.00030074,.99969926,99041.722,29.78609,99026.829,5946414.9,60.039494,1773.7154,964047.27,9.6404727,999,,,
71776,27,19,2,1991,1,.00037617,.5,.0003761,.9996239,99011.936,37.23835,98993.317,5847388,59.057405,2180.9911,964047.27,9.6404727,999,,,
74340,25,20,2,1991,1,.00033629,.5,.00033624,.99966376,98974.698,33.27887,98958.058,5748394.7,58.079437,1916.5011,964047.27,9.6404727,999,,,
73614,22,21,2,1991,1,.00029886,.5,.00029881,.99970119,98941.419,29.56484,98926.636,5649436.7,57.098804,1673.5846,964047.27,9.6404727,999,,,
76450,24,22,2,1991,1,.00031393,.5,.00031388,.99968612,98911.854,31.04659,98896.331,5550510,56.115721,1726.9496,964047.27,9.6404727,999,,,
78002,27,23,2,1991,1,.00034614,.5,.00034609,.99965391,98880.807,34.22117,98863.697,5451613.7,55.133184,1869.9352,964047.27,9.6404727,999,,,
77792,39,24,2,1991,1,.00050134,.5,.00050121,.99949879,98846.586,49.54302,98821.815,5352750,54.152098,2658.7535,964047.27,9.6404727,999,,,
78706,33,25,2,1991,1,.00041928,.5,.00041919,.99958081,98797.043,41.41513,98776.336,5253928.2,53.179002,2182.165,964047.27,9.6404727,999,,,
82156,37,26,2,1991,1,.00045036,.5,.00045026,.99954974,98755.628,44.46584,98733.395,5155151.9,52.201094,2299.4504,964047.27,9.6404727,999,,,
81842,51,27,2,1991,1,.00062315,.5,.00062296,.99937704,98711.162,61.49289,98680.416,5056418.5,51.224384,3120.1611,964047.27,9.6404727,999,,,
81634,39,28,2,1991,1,.00047774,.5,.00047763,.99952237,98649.669,47.11785,98626.11,4957738,50.256003,2344.9559,964047.27,9.6404727,999,,,
80236,46,29,2,1991,1,.00057331,.5,.00057314,.99942686,98602.551,56.5135,98574.295,4859111.9,49.279779,2757.5067,964047.27,9.6404727,999,,,
80404,35,30,2,1991,1,.0004353,.5,.00043521,.99956479,98546.038,42.88792,98524.594,4760537.6,48.307753,2050.8216,964047.27,9.6404727,999,,,
76908,45,31,2,1991,1,.00058511,.5,.00058494,.99941506,98503.15,57.61878,98474.341,4662013,47.328568,2698.9947,964047.27,9.6404727,999,,,
76846,38,32,2,1991,1,.0004945,.5,.00049437,.99950563,98445.531,48.66884,98421.197,4563538.7,46.355976,2232.309,964047.27,9.6404727,999,,,
75924,50,33,2,1991,1,.00065855,.5,.00065834,.99934166,98396.862,64.77824,98364.473,4465117.5,45.378657,2908.1182,964047.27,9.6404727,999,,,
73688,59,34,2,1991,1,.00080067,.5,.00080035,.99919965,98332.084,78.70035,98292.734,4366753,44.408222,3456.9763,964047.27,9.6404727,999,,,
71382,56,35,2,1991,1,.00078451,.5,.0007842,.9992158,98253.384,77.05069,98214.858,4268460.3,43.443392,3310.1164,964047.27,9.6404727,999,,,
69116,58,36,2,1991,1,.00083917,.5,.00083882,.99916118,98176.333,82.35197,98135.157,4170245.4,42.477095,3458.3477,964047.27,9.6404727,999,,,
68368,56,37,2,1991,1,.0008191,.5,.00081876,.99918124,98093.981,80.31556,98053.823,4072110.3,41.512336,3295.2783,964047.27,9.6404727,999,,,
67064,84,38,2,1991,1,.00125253,.5,.00125175,.99874825,98013.666,122.6887,97952.321,3974056.5,40.545943,4916.2635,964047.27,9.6404727,999,,,
65758,80,39,2,1991,1,.00121658,.5,.00121584,.99878416,97890.977,119.02,97831.467,3876104.1,39.596133,4656.0542,964047.27,9.6404727,999,,,
66952,78,40,2,1991,1,.00116501,.5,.00116434,.99883566,97771.957,113.8394,97715.037,3778272.7,38.643726,4344.7883,964047.27,9.6404727,999,,,
67982,95,41,2,1991,1,.00139743,.5,.00139645,.99860355,97658.118,136.375,97589.93,3680557.6,37.688189,5075.0842,964047.27,9.6404727,999,,,
70856,103,42,2,1991,1,.00145365,.5,.0014526,.9985474,97521.743,141.6598,97450.913,3582967.7,36.740194,5137.5112,964047.27,9.6404727,999,,,
75250,125,43,2,1991,1,.00166113,.5,.00165975,.99834025,97380.083,161.6267,97299.269,3485516.8,35.792913,5709.0185,964047.27,9.6404727,999,,,
77698,156,44,2,1991,1,.00200777,.5,.00200576,.99799424,97218.456,194.9969,97120.958,3388217.5,34.851587,6705.1844,964047.27,9.6404727,999,,,
59706,151,45,2,1991,1,.00252906,.5,.00252587,.99747413,97023.459,245.0682,96900.925,3291096.6,33.920627,8200.7016,964047.27,9.6404727,999,,,
60824,160,46,2,1991,1,.00263054,.5,.00262709,.99737291,96778.391,254.2451,96651.268,3194195.6,33.005257,8275.1859,964047.27,9.6404727,999,,,
61900,166,47,2,1991,1,.00268174,.5,.00267815,.99732185,96524.146,258.5065,96394.893,3097544.4,32.090876,8177.4116,964047.27,9.6404727,999,,,
61280,188,48,2,1991,1,.00306789,.5,.00306319,.99693681,96265.639,294.8796,96118.2,3001149.5,31.175708,9059.5376,964047.27,9.6404727,999,,,
57282,202,49,2,1991,1,.00352641,.5,.00352021,.99647979,95970.76,337.8369,95801.841,2905031.3,30.269962,10075.156,964047.27,9.6404727,999,,,
56392,212,50,2,1991,1,.0037594,.5,.00375235,.99624765,95632.923,358.8477,95453.499,2809229.4,29.375129,10381.289,964047.27,9.6404727,999,,,
58116,236,51,2,1991,1,.00406084,.5,.00405262,.99594738,95274.075,386.1092,95081.021,2713775.9,28.483886,10826.818,964047.27,9.6404727,999,,,
58772,265,52,2,1991,1,.00450895,.5,.00449881,.99550119,94887.966,426.8827,94674.525,2618694.9,27.597756,11593.701,964047.27,9.6404727,999,,,
57834,263,53,2,1991,1,.0045475,.5,.00453718,.99546282,94461.083,428.5871,94246.79,2524020.4,26.720214,11263.255,964047.27,9.6404727,999,,,
57932,312,54,2,1991,1,.00538562,.5,.00537116,.99462884,94032.496,505.0637,93779.964,2429773.6,25.839722,12832.73,964047.27,9.6404727,999,,,
57248,333,55,2,1991,1,.0058168,.5,.00579993,.99420007,93527.433,542.4525,93256.206,2335993.6,24.976561,13316.099,964047.27,9.6404727,999,,,
56668,400,56,2,1991,1,.00705866,.5,.00703383,.99296617,92984.98,654.0408,92657.96,2242737.4,24.119352,15502.733,964047.27,9.6404727,999,,,
55632,433,57,2,1991,1,.00778329,.5,.00775312,.99224688,92330.939,715.8527,91973.013,2150079.5,23.286663,16375.621,964047.27,9.6404727,999,,,
55802,464,58,2,1991,1,.00831511,.5,.00828069,.99171931,91615.087,758.6358,91235.769,2058106.5,22.464711,16732.784,964047.27,9.6404727,999,,,
57754,520,59,2,1991,1,.00900371,.5,.00896335,.99103665,90856.451,814.3785,90449.262,1966870.7,21.648113,17300.452,964047.27,9.6404727,999,,,
58074,620,60,2,1991,1,.01067603,.5,.01061935,.98938065,90042.072,956.1881,89563.978,1876421.4,20.839385,19552.651,964047.27,9.6404727,999,,,
57184,672,61,2,1991,1,.01175154,.5,.01168289,.98831711,89085.884,1040.781,88565.494,1786857.5,20.057695,20475.584,964047.27,9.6404727,999,,,
56606,704,62,2,1991,1,.01243684,.5,.01235998,.98764002,88045.103,1088.236,87500.985,1698292,19.288886,20574.686,964047.27,9.6404727,999,,,
54742,775,63,2,1991,1,.01415732,.5,.01405781,.98594219,86956.867,1222.423,86345.656,1610791,18.524023,22190.057,964047.27,9.6404727,999,,,
56072,808,64,2,1991,1,.01441004,.5,.01430696,.98569304,85734.444,1226.599,85121.145,1524445.3,17.781014,21350.715,964047.27,9.6404727,999,,,
55854,975,65,2,1991,1,.01745623,.5,.01730518,.98269482,84507.845,1462.424,83776.633,1439324.2,17.031841,24389.432,964047.27,9.6404727,999,,,
53954,1014,66,2,1991,1,.01879379,.5,.01861883,.98138117,83045.421,1546.208,82272.317,1355547.5,16.322965,24697.683,964047.27,9.6404727,999,,,
53356,1091,67,2,1991,1,.02044756,.5,.02024062,.97975938,81499.213,1649.595,80674.415,1273275.2,15.62316,25204.776,964047.27,9.6404727,999,,,
52720,1176,68,2,1991,1,.02230653,.5,.02206048,.97793952,79849.618,1761.521,78968.857,1192600.8,14.935586,25715.394,964047.27,9.6404727,999,,,
55122,1318,69,2,1991,1,.0239106,.5,.02362812,.97637188,78088.097,1845.075,77165.56,1113632,14.261225,25697.713,964047.27,9.6404727,999,,,
55884,1470,70,2,1991,1,.02630449,.5,.02596302,.97403698,76243.022,1979.499,75253.273,1036466.4,13.594246,26265.494,964047.27,9.6404727,999,,,
53630,1578,71,2,1991,1,.02942383,.5,.02899723,.97100277,74263.523,2153.436,73186.805,961213.12,12.943274,27195.898,964047.27,9.6404727,999,,,
40028,1535,72,2,1991,1,.03834816,.5,.0376267,.9623733,72110.087,2713.265,70753.455,888026.31,12.314869,32683.545,964047.27,9.6404727,999,,,
37324,1449,73,2,1991,1,.03882221,.5,.03808297,.96191703,69396.823,2642.837,68075.404,817272.86,11.776805,30392.719,964047.27,9.6404727,999,,,
40026,1472,74,2,1991,1,.0367761,.5,.03611207,.96388793,66753.985,2410.624,65548.673,749197.45,11.223262,26333.986,964047.27,9.6404727,999,,,
40600,1672,75,2,1991,1,.04118227,.5,.04035139,.95964861,64343.361,2596.344,63045.189,683648.78,10.625009,26840.684,964047.27,9.6404727,999,,,
42520,1906,76,2,1991,1,.04482596,.5,.04384331,.95615669,61747.017,2707.193,60393.421,620603.59,10.050746,26448.506,964047.27,9.6404727,999,,,
39844,2046,77,2,1991,1,.05135027,.5,.05006484,.94993516,59039.824,2955.82,57561.914,560210.17,9.4886829,27269.062,964047.27,9.6404727,999,,,
37170,2164,78,2,1991,1,.05821899,.5,.05657221,.94342779,56084.004,3172.796,54497.607,502648.26,8.9624174,27654.533,964047.27,9.6404727,999,,,
34982,2210,79,2,1991,1,.06317535,.5,.06124089,.93875911,52911.209,3240.33,51291.044,448150.65,8.4698623,26667.34,964047.27,9.6404727,999,,,
33114,2207,80,2,1991,1,.06664855,.5,.06449916,.93550084,49670.879,3203.73,48069.014,396859.61,7.9897842,24822.436,964047.27,9.6404727,999,,,
31146,2379,81,2,1991,1,.0763822,.5,.07357239,.92642761,46467.149,3418.699,44757.8,348790.59,7.5061758,24903.084,964047.27,9.6404727,999,,,
28530,2389,82,2,1991,1,.08373642,.5,.08037141,.91962859,43048.45,3459.865,41318.518,304032.79,7.0625723,23697.797,964047.27,9.6404727,999,,,
25118,2452,83,2,1991,1,.09761924,.5,.09307622,.90692378,39588.585,3684.756,37746.207,262714.27,6.6361117,23770.293,964047.27,9.6404727,999,,,
22230,2357,84,2,1991,1,.10602789,.5,.10068992,.89931008,35903.829,3615.154,34096.253,224968.07,6.2658516,22011.349,964047.27,9.6404727,999,,,
104904,17746,85,2,1991,,.16916419,5.9114167,1,0,32288.676,32288.68,190871.81,190871.81,5.9114167,,964047.27,9.6404727,999,,,
5576,28,0,2,1991,1,.00502152,.1,.00499893,.99500107,100000,499.8929,99550.096,7956744.5,79.567445,39625.044,849275.84,8.4927584,1,,,
5580,3,1,2,1991,1,.00053763,.5,.00053749,.99946251,99500.107,53.4803,99473.367,7857194.4,78.966693,4197.551,849275.84,8.4927584,1,,,
5496,1,2,2,1991,1,.00018195,.5,.00018193,.99981807,99446.627,18.09272,99437.58,7757721,78.008891,1402.4741,849275.84,8.4927584,1,,,
5808,1,3,2,1991,1,.00017218,.5,.00017216,.99982784,99428.534,17.11776,99419.975,7658283.4,77.022995,1310.0153,849275.84,8.4927584,1,,,
5856,2,4,2,1991,1,.00034153,.5,.00034147,.99965853,99411.416,33.94619,99394.443,7558863.5,76.036171,2564.6032,849275.84,8.4927584,1,,,
6008,1,5,2,1991,1,.00016644,.5,.00016643,.99983357,99377.47,16.53948,99369.2,7459469,75.061973,1233.3189,849275.84,8.4927584,1,,,
5964,1,6,2,1991,1,.00016767,.5,.00016766,.99983234,99360.931,16.65872,99352.601,7360099.8,74.074385,1225.7578,849275.84,8.4927584,1,,,
5838,0,7,2,1991,1,0,.5,0,1,99344.272,0,99344.272,7260747.2,73.086722,0,849275.84,8.4927584,1,,,
6246,2,8,2,1991,1,.0003202,.5,.00032015,.99967985,99344.272,31.80543,99328.369,7161403,72.086722,2277.2113,849275.84,8.4927584,1,,,
6404,1,9,2,1991,1,.00015615,.5,.00015614,.99984386,99312.467,15.50667,99304.713,7062074.6,71.109649,1095.006,849275.84,8.4927584,1,,,
6588,0,10,2,1991,1,0,.5,0,1,99296.96,0,99296.96,6962769.9,70.120675,0,849275.84,8.4927584,1,,,
6722,0,11,2,1991,1,0,.5,0,1,99296.96,0,99296.96,6863472.9,69.120675,0,849275.84,8.4927584,1,,,
6368,1,12,2,1991,1,.00015704,.5,.00015702,.99984298,99296.96,15.59189,99289.164,6764176,68.120675,1054.417,849275.84,8.4927584,1,,,
6358,1,13,2,1991,1,.00015728,.5,.00015727,.99984273,99281.368,15.61396,99273.561,6664886.8,67.131295,1040.4602,849275.84,8.4927584,1,,,
6228,1,14,2,1991,1,.00016057,.5,.00016055,.99983945,99265.754,15.93735,99257.785,6565613.2,66.141776,1046.2397,849275.84,8.4927584,1,,,
6412,4,15,2,1991,1,.00062383,.5,.00062364,.99937636,99249.817,61.89574,99218.869,6466355.4,65.152316,4002.9513,849275.84,8.4927584,1,,,
6672,3,16,2,1991,1,.00044964,.5,.00044954,.99955046,99187.921,44.58886,99165.626,6367136.6,64.192661,2840.6217,849275.84,8.4927584,1,,,
6584,2,17,2,1991,1,.00030377,.5,.00030372,.99969628,99143.332,30.11187,99128.276,6267970.9,63.221306,1888.9427,849275.84,8.4927584,1,,,
6742,1,18,2,1991,1,.00014832,.5,.00014831,.99985169,99113.22,14.69977,99105.87,6168842.7,62.240362,907.6366,849275.84,8.4927584,1,,,
7010,3,19,2,1991,1,.00042796,.5,.00042787,.99957213,99098.52,42.40113,99077.32,6069736.8,61.24952,2576.3999,849275.84,8.4927584,1,,,
6824,2,20,2,1991,1,.00029308,.5,.00029304,.99970696,99056.119,29.02743,99041.606,5970659.5,60.275524,1735.3843,849275.84,8.4927584,1,,,
5964,0,21,2,1991,1,0,.5,0,1,99027.092,0,99027.092,5871617.9,59.293046,0,849275.84,8.4927584,1,,,
5890,0,22,2,1991,1,0,.5,0,1,99027.092,0,99027.092,5772590.8,58.293046,0,849275.84,8.4927584,1,,,
5624,0,23,2,1991,1,0,.5,0,1,99027.092,0,99027.092,5673563.7,57.293046,0,849275.84,8.4927584,1,,,
5326,1,24,2,1991,1,.00018776,.5,.00018774,.99981226,99027.092,18.5914,99017.796,5574536.6,56.293046,1037.3682,849275.84,8.4927584,1,,,
5584,3,25,2,1991,1,.00053725,.5,.00053711,.99946289,99008.5,53.17796,98981.911,5475518.8,55.303522,2915.1226,849275.84,8.4927584,1,,,
6276,4,26,2,1991,1,.00063735,.5,.00063715,.99936285,98955.322,63.04895,98923.798,5376536.9,54.332973,3395.1942,849275.84,8.4927584,1,,,
6522,3,27,2,1991,1,.00045998,.5,.00045988,.99954012,98892.274,45.47817,98869.534,5277613.1,53.367295,2404.8608,849275.84,8.4927584,1,,,
6836,3,28,2,1991,1,.00043885,.5,.00043876,.99956124,98846.795,43.36971,98825.111,5178743.6,52.391618,2251.0183,849275.84,8.4927584,1,,,
6982,2,29,2,1991,1,.00028645,.5,.00028641,.99971359,98803.426,28.29827,98789.277,5079918.5,51.414396,1440.996,849275.84,8.4927584,1,,,
7536,5,30,2,1991,1,.00066348,.5,.00066326,.99933674,98775.127,65.51378,98742.37,4981129.2,50.428983,3272.1218,849275.84,8.4927584,1,,,
7412,6,31,2,1991,1,.0008095,.5,.00080917,.99919083,98709.614,79.87292,98669.677,4882386.8,49.462121,3912.3309,849275.84,8.4927584,1,,,
7846,4,32,2,1991,1,.00050981,.5,.00050968,.99949032,98629.741,50.27,98604.606,4783717.1,48.501771,2413.6643,849275.84,8.4927584,1,,,
7574,2,33,2,1991,1,.00026406,.5,.00026403,.99973597,98579.471,26.02758,98566.457,4685112.5,47.52625,1224.1412,849275.84,8.4927584,1,,,
7914,3,34,2,1991,1,.00037908,.5,.000379,.999621,98553.443,37.35207,98534.767,4586546.1,46.538669,1719.9658,849275.84,8.4927584,1,,,
7756,4,35,2,1991,1,.00051573,.5,.0005156,.9994844,98516.091,50.79458,98490.694,4488011.3,45.556124,2289.1973,849275.84,8.4927584,1,,,
7660,6,36,2,1991,1,.00078329,.5,.00078298,.99921702,98465.296,77.09667,98426.748,4389520.6,44.579367,3399.704,849275.84,8.4927584,1,,,
7868,6,37,2,1991,1,.00076258,.5,.00076229,.99923771,98388.2,75.00053,98350.7,4291093.9,43.613908,3234.7995,849275.84,8.4927584,1,,,
7620,8,38,2,1991,1,.00104987,.5,.00104932,.99895068,98313.199,103.1618,98261.618,4192743.2,42.646798,4350.2233,849275.84,8.4927584,1,,,
7612,5,39,2,1991,1,.00065686,.5,.00065664,.99934336,98210.037,64.48883,98177.793,4094481.5,41.69107,2657.2366,849275.84,8.4927584,1,,,
7900,3,40,2,1991,1,.00037975,.5,.00037967,.99962033,98145.549,37.26339,98126.917,3996303.7,40.718135,1498.9485,849275.84,8.4927584,1,,,
8102,4,41,2,1991,1,.00049371,.5,.00049358,.99950642,98108.285,48.42462,98084.073,3898176.8,39.733411,1900.3322,849275.84,8.4927584,1,,,
8530,8,42,2,1991,1,.00093787,.5,.00093743,.99906257,98059.861,91.92393,98013.899,3800092.8,38.752786,3517.9963,849275.84,8.4927584,1,,,
9170,6,43,2,1991,1,.00065431,.5,.00065409,.99934591,97967.937,64.08019,97935.897,3702078.9,37.788678,2390.2477,849275.84,8.4927584,1,,,
9716,17,44,2,1991,1,.00174969,.5,.00174816,.99825184,97903.856,171.1518,97818.281,3604143,36.813085,6220.4916,849275.84,8.4927584,1,,,
7232,10,45,2,1991,1,.00138274,.5,.00138179,.99861821,97732.705,135.0459,97665.182,3506324.7,35.876677,4780.7799,849275.84,8.4927584,1,,,
7020,9,46,2,1991,1,.00128205,.5,.00128123,.99871877,97597.659,125.045,97535.136,3408659.5,34.925628,4307.5154,849275.84,8.4927584,1,,,
7096,14,47,2,1991,1,.00197294,.5,.001971,.998029,97472.614,192.1183,97376.555,3311124.4,33.969791,6436.5104,849275.84,8.4927584,1,,,
6768,15,48,2,1991,1,.00221631,.5,.00221386,.99778614,97280.495,215.3653,97172.813,3213747.8,33.035891,7014.8748,849275.84,8.4927584,1,,,
6048,17,49,2,1991,1,.00281085,.5,.0028069,.9971931,97065.13,272.4523,96928.904,3116575,32.10808,8623.8134,849275.84,8.4927584,1,,,
5868,19,50,2,1991,1,.0032379,.5,.00323267,.99676733,96792.678,312.8985,96636.229,3019646.1,31.197051,9620.6364,849275.84,8.4927584,1,,,
5994,23,51,2,1991,1,.00383717,.5,.00382982,.99617018,96479.779,369.5005,96295.029,2923009.9,30.296606,11031.024,849275.84,8.4927584,1,,,
5812,22,52,2,1991,1,.00378527,.5,.00377812,.99622188,96110.279,363.1163,95928.721,2826714.8,29.41116,10518.02,849275.84,8.4927584,1,,,
5732,21,53,2,1991,1,.00366364,.5,.00365694,.99634306,95747.163,350.142,95572.092,2730786.1,28.520805,9829.266,849275.84,8.4927584,1,,,
5684,19,54,2,1991,1,.00334272,.5,.00333714,.99666286,95397.021,318.3531,95237.844,2635214,27.623651,8649.3543,849275.84,8.4927584,1,,,
5570,26,55,2,1991,1,.00466786,.5,.00465699,.99534301,95078.668,442.7808,94857.277,2539976.2,26.71447,11634.418,849275.84,8.4927584,1,,,
5296,28,56,2,1991,1,.00528701,.5,.00527307,.99472693,94635.887,499.0216,94386.376,2445118.9,25.837121,12677.284,849275.84,8.4927584,1,,,
5078,27,57,2,1991,1,.00531705,.5,.00530296,.99469704,94136.865,499.2036,93887.263,2350732.5,24.971434,12248.793,849275.84,8.4927584,1,,,
5028,32,58,2,1991,1,.00636436,.5,.00634417,.99365583,93637.661,594.0533,93340.635,2256845.3,24.101897,14065.545,849275.84,8.4927584,1,,,
5374,35,59,2,1991,1,.00651284,.5,.0064917,.9935083,93043.608,604.0112,92741.602,2163504.6,23.252587,13787.715,849275.84,8.4927584,1,,,
5090,41,60,2,1991,1,.00805501,.5,.0080227,.9919773,92439.597,741.615,92068.789,2070763,22.401255,16307.98,849275.84,8.4927584,1,,,
5166,43,61,2,1991,1,.00832365,.5,.00828916,.99171084,91697.982,760.0989,91317.932,1978694.2,21.578384,16088.615,849275.84,8.4927584,1,,,
5082,42,62,2,1991,1,.00826446,.5,.00823045,.99176955,90937.883,748.46,90563.653,1887376.3,20.754566,15222.635,849275.84,8.4927584,1,,,
4914,51,63,2,1991,1,.01037851,.5,.01032493,.98967507,90189.423,931.1996,89723.823,1796812.6,19.922654,18180.713,849275.84,8.4927584,1,,,
4816,40,64,2,1991,1,.00830565,.5,.0082713,.9917287,89258.223,738.2814,88889.083,1707088.8,19.125283,13808.043,849275.84,8.4927584,1,,,
4834,56,65,2,1991,1,.01158461,.5,.01151789,.98848211,88519.942,1019.563,88010.16,1618199.7,18.280624,18234.089,849275.84,8.4927584,1,,,
4728,63,66,2,1991,1,.01332487,.5,.01323668,.98676332,87500.379,1158.215,86921.271,1530189.6,17.487805,19807.496,849275.84,8.4927584,1,,,
4580,61,67,2,1991,1,.01331878,.5,.01323067,.98676933,86342.164,1142.365,85770.981,1443268.3,16.715684,18648.411,849275.84,8.4927584,1,,,
4612,83,68,2,1991,1,.01799653,.5,.01783604,.98216396,85199.799,1519.627,84439.986,1357497.3,15.933105,23665.509,849275.84,8.4927584,1,,,
4714,84,69,2,1991,1,.01781926,.5,.0176619,.9823381,83680.172,1477.951,82941.197,1273057.3,15.213369,21941.125,849275.84,8.4927584,1,,,
4768,94,70,2,1991,1,.01971477,.5,.01952233,.98047767,82202.221,1604.779,81399.832,1190116.1,14.477907,22654.763,849275.84,8.4927584,1,,,
4410,91,71,2,1991,1,.02063492,.5,.02042419,.97957581,80597.443,1646.138,79774.374,1108716.3,13.756222,22049.059,849275.84,8.4927584,1,,,
