N,D,age,sex,year,n,mx,ax,qx,px,lx,dx,Lx,Tx,ex,lost,total,edagger,decile,age_2,check_death,check_pop
12537,4,21,2,1981,1,.00031906,.5,.000319,.999681,98180.719,31.32011,98165.059,5333053.8,54.318749,1685.8782,1060492.6,10.604926,8,,,
12195,3,22,2,1981,1,.000246,.5,.00024597,.99975403,98149.399,24.14202,98137.328,5234888.8,53.335923,1275.7231,1060492.6,10.604926,8,,,
12261,2,23,2,1981,1,.00016312,.5,.00016311,.99983689,98125.257,16.00477,98117.254,5136751.4,52.348922,829.89787,1060492.6,10.604926,8,,,
11157,5,24,2,1981,1,.00044815,.5,.00044805,.99955195,98109.252,43.95773,98087.273,5038634.2,51.35738,2236.076,1060492.6,10.604926,8,,,
10881,10,25,2,1981,1,.00091903,.5,.00091861,.99908139,98065.294,90.08386,98020.252,4940546.9,50.380177,4495.4648,1060492.6,10.604926,8,,,
10410,5,26,2,1981,1,.00048031,.5,.00048019,.99951981,97975.21,47.04692,97951.687,4842526.7,49.42604,2302.3724,1060492.6,10.604926,8,,,
9747,4,27,2,1981,1,.00041038,.5,.0004103,.9995897,97928.164,40.17978,97908.074,4744575,48.449545,1926.9975,1060492.6,10.604926,8,,,
9582,5,28,2,1981,1,.00052181,.5,.00052168,.99947832,97887.984,51.06577,97862.451,4646666.9,47.469227,2399.1458,1060492.6,10.604926,8,,,
9132,5,29,2,1981,1,.00054753,.5,.00054738,.99945262,97836.918,53.55352,97810.141,4548804.4,46.493742,2463.8011,1060492.6,10.604926,8,,,
9507,8,30,2,1981,1,.00084149,.5,.00084113,.99915887,97783.364,82.24865,97742.24,4450994.3,45.518932,3704.3049,1060492.6,10.604926,8,,,
9207,1,31,2,1981,1,.00010861,.5,.00010861,.99989139,97701.116,10.61104,97695.81,4353252.1,44.556831,467.51402,1060492.6,10.604926,8,,,
9531,8,32,2,1981,1,.00083937,.5,.00083901,.99916099,97690.505,81.96371,97649.523,4255556.3,43.561616,3530.9719,1060492.6,10.604926,8,,,
10344,16,33,2,1981,1,.00154679,.5,.0015456,.9984544,97608.541,150.8633,97533.109,4157906.7,42.597776,6355.9242,1060492.6,10.604926,8,,,
10797,9,34,2,1981,1,.00083356,.5,.00083322,.99916678,97457.678,81.20345,97417.076,4060373.6,41.662942,3343.9668,1060492.6,10.604926,8,,,
8142,11,35,2,1981,1,.00135102,.5,.00135011,.99864989,97376.474,131.4687,97310.74,3962956.5,40.697269,5288.2551,1060492.6,10.604926,8,,,
8475,5,36,2,1981,1,.00058997,.5,.0005898,.9994102,97245.006,57.35477,97216.328,3865645.8,39.751613,2251.9314,1060492.6,10.604926,8,,,
8607,8,37,2,1981,1,.00092948,.5,.00092904,.99907096,97187.651,90.29163,97142.505,3768429.5,38.774777,3457.4987,1060492.6,10.604926,8,,,
8664,10,38,2,1981,1,.0011542,.5,.00115354,.99884646,97097.359,112.0053,97041.357,3671287,37.810369,4181.3705,1060492.6,10.604926,8,,,
8538,14,39,2,1981,1,.00163973,.5,.00163839,.99836161,96985.354,158.8994,96905.904,3574245.6,36.853457,5781.2807,1060492.6,10.604926,8,,,
8403,17,40,2,1981,1,.00202309,.5,.00202104,.99797896,96826.455,195.6904,96728.609,3477339.7,35.913116,6937.0239,1060492.6,10.604926,8,,,
8757,18,41,2,1981,1,.0020555,.5,.00205339,.99794661,96630.764,198.4205,96531.554,3380611.1,34.984833,6849.5358,1060492.6,10.604926,8,,,
8997,20,42,2,1981,1,.00222296,.5,.0022205,.9977795,96432.344,214.1275,96325.28,3284079.5,34.055789,7193.2139,1060492.6,10.604926,8,,,
8871,28,43,2,1981,1,.00315635,.5,.00315138,.99684862,96218.216,303.22,96066.606,3187754.3,33.130465,9909.8502,1060492.6,10.604926,8,,,
9000,24,44,2,1981,1,.00266667,.5,.00266312,.99733688,95914.996,255.4327,95787.28,3091687.7,32.233621,8116.628,1060492.6,10.604926,8,,,
9120,16,45,2,1981,1,.00175439,.5,.00175285,.99824715,95659.563,167.6767,95575.725,2995900.4,31.318357,5172.0577,1060492.6,10.604926,8,,,
8892,40,46,2,1981,1,.00449843,.5,.00448833,.99551167,95491.887,428.5991,95277.587,2900324.7,30.372472,12832.178,1060492.6,10.604926,8,,,
8964,32,47,2,1981,1,.00356983,.5,.00356347,.99643653,95063.288,338.7556,94893.91,2805047.1,29.507154,9843.906,1060492.6,10.604926,8,,,
9213,34,48,2,1981,1,.00369044,.5,.00368364,.99631636,94724.532,348.9311,94550.066,2710153.2,28.61089,9826.8963,1060492.6,10.604926,8,,,
9252,40,49,2,1981,1,.00432339,.5,.00431406,.99568594,94375.601,407.1424,94172.03,2615603.1,27.714823,11104.312,1060492.6,10.604926,8,,,
9789,58,50,2,1981,1,.00592502,.5,.00590752,.99409248,93968.459,555.1202,93690.898,2521431.1,26.832738,14661.27,1060492.6,10.604926,8,,,
9282,52,51,2,1981,1,.00560224,.5,.00558659,.99441341,93413.338,521.8622,93152.407,2427740.2,25.989224,13339.228,1060492.6,10.604926,8,,,
9210,74,52,2,1981,1,.00803474,.5,.0080026,.9919974,92891.476,743.3729,92519.79,2334587.8,25.132422,18384.935,1060492.6,10.604926,8,,,
9345,74,53,2,1981,1,.00791867,.5,.00788744,.99211256,92148.103,726.813,91784.697,2242068,24.331135,17389.63,1060492.6,10.604926,8,,,
9693,90,54,2,1981,1,.00928505,.5,.00924214,.99075786,91421.29,844.9288,90998.826,2150283.3,23.520596,19541.486,1060492.6,10.604926,8,,,
9819,78,55,2,1981,1,.00794378,.5,.00791236,.99208764,90576.361,716.6724,90218.025,2059284.4,22.735341,15999.001,1060492.6,10.604926,8,,,
9507,83,56,2,1981,1,.00873041,.5,.00869246,.99130754,89859.689,781.1022,89469.138,1969066.4,21.912678,16798.82,1060492.6,10.604926,8,,,
9771,109,57,2,1981,1,.01115546,.5,.01109358,.98890642,89078.587,988.2007,88584.486,1879597.3,21.100439,20471.553,1060492.6,10.604926,8,,,
10002,121,58,2,1981,1,.01209758,.5,.01202484,.98797516,88090.386,1059.273,87560.75,1791012.8,20.331535,21134.854,1060492.6,10.604926,8,,,
10470,116,59,2,1981,1,.01107927,.5,.01101824,.98898176,87031.113,958.9294,86551.648,1703452,19.572909,18391.456,1060492.6,10.604926,8,,,
10500,144,60,2,1981,1,.01371429,.5,.01362089,.98637911,86072.183,1172.379,85485.994,1616900.4,18.7854,21585.441,1060492.6,10.604926,8,,,
10764,150,61,2,1981,1,.01393534,.5,.01383892,.98616108,84899.804,1174.921,84312.344,1531414.4,18.037903,20750.233,1060492.6,10.604926,8,,,
8472,153,62,2,1981,1,.01805949,.5,.01789788,.98210212,83724.883,1498.498,82975.634,1447102.1,17.284014,25379.981,1060492.6,10.604926,8,,,
7596,151,63,2,1981,1,.01987888,.5,.01968324,.98031676,82226.385,1618.482,81417.144,1364126.4,16.589887,26302.625,1060492.6,10.604926,8,,,
8589,186,64,2,1981,1,.02165561,.5,.02142364,.97857636,80607.903,1726.914,79744.446,1282709.3,15.912947,26908.195,1060492.6,10.604926,8,,,
8670,185,65,2,1981,1,.02133795,.5,.0211127,.9788873,78880.989,1665.39,78048.294,1202964.8,15.250377,24830.047,1060492.6,10.604926,8,,,
9570,212,66,2,1981,1,.02215256,.5,.02190988,.97809012,77215.599,1691.785,76369.706,1124916.5,14.568514,24067.473,1060492.6,10.604926,8,,,
9102,238,67,2,1981,1,.0261481,.5,.02581065,.97418935,75523.814,1949.319,74549.155,1048546.8,13.883658,26434.623,1060492.6,10.604926,8,,,
8661,230,68,2,1981,1,.02655582,.5,.02620784,.97379216,73574.496,1928.229,72610.381,973997.68,13.238252,24892.784,1060492.6,10.604926,8,,,
8322,269,69,2,1981,1,.03232396,.5,.03180985,.96819015,71646.267,2279.057,70506.738,901387.3,12.581078,27985.773,1060492.6,10.604926,8,,,
8358,269,70,2,1981,1,.03218473,.5,.03167501,.96832499,69367.21,2197.207,68268.606,830880.56,11.978002,25632.023,1060492.6,10.604926,8,,,
8217,282,71,2,1981,1,.03431909,.5,.03374013,.96625987,67170.003,2266.324,66036.841,762611.96,11.35346,25026.913,1060492.6,10.604926,8,,,
7782,315,72,2,1981,1,.04047803,.5,.03967504,.96032496,64903.678,2575.056,63616.15,696575.11,10.732444,26893.415,1060492.6,10.604926,8,,,
7335,338,73,2,1981,1,.04608044,.5,.04504264,.95495736,62328.622,2807.446,60924.899,632958.96,10.155189,27745.69,1060492.6,10.604926,8,,,
6807,331,74,2,1981,1,.04862641,.5,.04747221,.95252779,59521.176,2825.602,58108.375,572034.06,9.6105974,26384.41,1060492.6,10.604926,8,,,
6615,341,75,2,1981,1,.05154951,.5,.05025422,.94974578,56695.574,2849.192,55270.979,513925.69,9.0646527,25047.944,1060492.6,10.604926,8,,,
5904,363,76,2,1981,1,.06148374,.5,.05964999,.94035001,53846.383,3211.936,52240.415,458654.71,8.517837,26569.578,1060492.6,10.604926,8,,,
5514,380,77,2,1981,1,.06891549,.5,.06661992,.93338008,50634.447,3373.262,48947.815,406414.3,8.026439,26294.71,1060492.6,10.604926,8,,,
5091,377,78,2,1981,1,.07405225,.5,.07140828,.92859172,47261.184,3374.84,45573.764,357466.48,7.5636379,24755.237,1060492.6,10.604926,8,,,
4740,394,79,2,1981,1,.08312236,.5,.07980555,.92019445,43886.344,3502.374,42135.157,311892.72,7.1068284,24142.994,1060492.6,10.604926,8,,,
4353,408,80,2,1981,1,.09372846,.5,.08953259,.91046741,40383.97,3615.681,38576.13,269757.56,6.6798177,23442.885,1060492.6,10.604926,8,,,
3894,360,81,2,1981,1,.09244992,.5,.08836524,.91163476,36768.289,3249.039,35143.77,231181.43,6.2875221,19715.219,1060492.6,10.604926,8,,,
3012,414,82,2,1981,1,.1374502,.5,.12861137,.87138863,33519.25,4310.957,31363.772,196037.66,5.8485097,24758.74,1060492.6,10.604926,8,,,
2772,314,83,2,1981,1,.11327561,.5,.10720382,.89279618,29208.294,3131.241,27642.673,164673.89,5.6379154,17053.948,1060492.6,10.604926,8,,,
2337,341,84,2,1981,1,.14591356,.5,.13599202,.86400798,26077.053,3546.271,24303.917,137031.22,5.2548582,18189.03,1060492.6,10.604926,8,,,
9216,1842,85,2,1981,,.19986979,5.0032573,1,0,22530.782,22530.78,112727.3,112727.3,5.0032573,,1060492.6,10.604926,8,,,
9735,108,0,2,1981,1,.01109399,.1,.01098432,.98901568,100000,1098.432,99011.411,7349937.5,73.499375,80632.542,1075108.2,10.751082,9,,,
9603,7,1,2,1981,1,.00072894,.5,.00072867,.99927133,98901.568,72.06693,98865.535,7250926.1,73.314571,5249.436,1075108.2,10.751082,9,,,
8799,2,2,2,1981,1,.0002273,.5,.00022727,.99977273,98829.501,22.46125,98818.271,7152060.5,72.367668,1614.4212,1075108.2,10.751082,9,,,
8481,1,3,2,1981,1,.00011791,.5,.0001179,.9998821,98807.04,11.64971,98801.215,7053242.2,71.384005,825.82697,1075108.2,10.751082,9,,,
8532,1,4,2,1981,1,.00011721,.5,.0001172,.9998828,98795.39,11.57872,98789.601,6954441,70.392363,809.31121,1075108.2,10.751082,9,,,
9261,2,5,2,1981,1,.00021596,.5,.00021594,.99978406,98783.812,21.33099,98773.146,6855651.4,69.400556,1469.8758,1075108.2,10.751082,9,,,
9810,2,6,2,1981,1,.00020387,.5,.00020385,.99979615,98762.481,20.13301,98752.414,6756878.3,68.415437,1367.4816,1075108.2,10.751082,9,,,
10320,1,7,2,1981,1,.0000969,.5,.00009689,.99990311,98742.348,9.567594,98737.564,6658125.9,67.429285,640.38322,1075108.2,10.751082,9,,,
10926,2,8,2,1981,1,.00018305,.5,.00018303,.99981697,98732.78,18.07134,98723.744,6559388.3,66.43577,1191.657,1075108.2,10.751082,9,,,
11928,6,9,2,1981,1,.00050302,.5,.00050289,.99949711,98714.709,49.6428,98689.887,6460664.6,65.447841,3225.0038,1075108.2,10.751082,9,,,
12738,0,10,2,1981,1,0,.5,0,1,98665.066,0,98665.066,6361974.7,64.480519,0,1075108.2,10.751082,9,,,
13416,2,11,2,1981,1,.00014908,.5,.00014906,.99985094,98665.066,14.70747,98657.712,6263309.6,63.480519,926.3532,1075108.2,10.751082,9,,,
13788,5,12,2,1981,1,.00036263,.5,.00036257,.99963743,98650.358,35.76751,98632.475,6164651.9,62.489909,2217.6265,1075108.2,10.751082,9,,,
14307,6,13,2,1981,1,.00041938,.5,.00041929,.99958071,98614.591,41.34784,98593.917,6066019.4,61.512392,2523.2595,1075108.2,10.751082,9,,,
14292,3,14,2,1981,1,.00020991,.5,.00020989,.99979011,98573.243,20.68911,98562.899,5967425.5,60.537985,1242.2626,1075108.2,10.751082,9,,,
14643,4,15,2,1981,1,.00027317,.5,.00027313,.99972687,98552.554,26.91773,98539.095,5868862.6,59.550589,1589.7252,1075108.2,10.751082,9,,,
15690,5,16,2,1981,1,.00031867,.5,.00031862,.99968138,98525.636,31.39259,98509.94,5770323.5,58.566722,1823.1551,1075108.2,10.751082,9,,,
15147,10,17,2,1981,1,.0006602,.5,.00065998,.99934002,98494.244,65.00412,98461.742,5671813.6,57.585229,3712.0004,1075108.2,10.751082,9,,,
14841,10,18,2,1981,1,.00067381,.5,.00067358,.99932642,98429.24,66.30018,98396.09,5573351.8,56.622929,3722.2142,1075108.2,10.751082,9,,,
14457,5,19,2,1981,1,.00034585,.5,.00034579,.99965421,98362.939,34.01326,98345.933,5474955.7,55.660758,1876.5215,1075108.2,10.751082,9,,,
13797,7,20,2,1981,1,.00050736,.5,.00050723,.99949277,98328.926,49.87518,98303.989,5376609.8,54.679839,2702.915,1075108.2,10.751082,9,,,
12756,3,21,2,1981,1,.00023518,.5,.00023516,.99976484,98279.051,23.11089,98267.496,5278305.8,53.707334,1229.8133,1075108.2,10.751082,9,,,
13212,2,22,2,1981,1,.00015138,.5,.00015137,.99984863,98255.94,14.87262,98248.504,5180038.3,52.719849,776.70459,1075108.2,10.751082,9,,,
12018,5,23,2,1981,1,.00041604,.5,.00041596,.99958404,98241.067,40.86397,98220.636,5081789.8,51.727755,2093.8049,1075108.2,10.751082,9,,,
11352,3,24,2,1981,1,.00026427,.5,.00026424,.99973576,98200.204,25.948,98187.23,4983569.2,50.749072,1304.0352,1075108.2,10.751082,9,,,
10233,3,25,2,1981,1,.00029317,.5,.00029313,.99970687,98174.256,28.77744,98159.867,4885382,49.762353,1417.8525,1075108.2,10.751082,9,,,
9870,3,26,2,1981,1,.00030395,.5,.00030391,.99969609,98145.478,29.82692,98130.565,4787222.1,48.776797,1440.167,1075108.2,10.751082,9,,,
9765,10,27,2,1981,1,.00102407,.5,.00102354,.99897646,98115.651,100.4254,98065.438,4689091.5,47.791473,4751.6999,1075108.2,10.751082,9,,,
9306,5,28,2,1981,1,.00053729,.5,.00053714,.99946286,98015.226,52.64824,97988.902,4591026.1,46.839928,2440.3712,1075108.2,10.751082,9,,,
8748,12,29,2,1981,1,.00137174,.5,.0013708,.9986292,97962.577,134.2873,97895.434,4493037.2,45.864832,6096.1016,1075108.2,10.751082,9,,,
8775,7,30,2,1981,1,.00079772,.5,.0007974,.9992026,97828.29,78.00854,97789.286,4395141.8,44.927104,3467.0766,1075108.2,10.751082,9,,,
9309,7,31,2,1981,1,.00075196,.5,.00075168,.99924832,97750.282,73.47672,97713.543,4297352.5,43.962558,3194.6875,1075108.2,10.751082,9,,,
9825,8,32,2,1981,1,.00081425,.5,.00081392,.99918608,97676.805,79.50091,97637.054,4199638.9,42.995253,3379.7872,1075108.2,10.751082,9,,,
10161,4,33,2,1981,1,.00039366,.5,.00039358,.99960642,97597.304,38.41279,97578.098,4102001.9,42.029869,1595.5923,1075108.2,10.751082,9,,,
10200,10,34,2,1981,1,.00098039,.5,.00097991,.99902009,97558.891,95.59911,97511.092,4004423.8,41.046221,3878.0835,1075108.2,10.751082,9,,,
8025,16,35,2,1981,1,.00199377,.5,.00199178,.99800822,97463.292,194.1258,97366.229,3906912.7,40.085991,7692.3309,1075108.2,10.751082,9,,,
8406,8,36,2,1981,1,.0009517,.5,.00095125,.99904875,97269.166,92.52715,97222.903,3809546.4,39.164995,3579.2651,1075108.2,10.751082,9,,,
8478,13,37,2,1981,1,.00153338,.5,.00153221,.99846779,97176.639,148.8946,97102.192,3712323.5,38.20181,5617.9035,1075108.2,10.751082,9,,,
8775,11,38,2,1981,1,.00125356,.5,.00125278,.99874722,97027.745,121.554,96966.968,3615221.4,37.259666,4471.088,1075108.2,10.751082,9,,,
8121,15,39,2,1981,1,.00184706,.5,.00184536,.99815464,96906.191,178.8267,96816.777,3518254.4,36.305775,6408.9477,1075108.2,10.751082,9,,,
8277,12,40,2,1981,1,.0014498,.5,.00144875,.99855125,96727.364,140.1338,96657.297,3421437.6,35.371972,4890.2876,1075108.2,10.751082,9,,,
8703,20,41,2,1981,1,.00229806,.5,.00229542,.99770458,96587.23,221.7083,96476.376,3324780.3,34.422566,7529.5671,1075108.2,10.751082,9,,,
8877,31,42,2,1981,1,.00349217,.5,.00348608,.99651392,96365.522,335.9383,96197.553,3228303.9,33.500612,11105.56,1075108.2,10.751082,9,,,
8739,25,43,2,1981,1,.00286074,.5,.00285665,.99714335,96029.583,274.3232,95892.422,3132106.4,32.616057,8822.7998,1075108.2,10.751082,9,,,
8814,28,44,2,1981,1,.00317676,.5,.00317173,.99682827,95755.26,303.7095,95603.405,3036214,31.708064,9493.2637,1075108.2,10.751082,9,,,
8850,33,45,2,1981,1,.00372881,.5,.00372187,.99627813,95451.551,355.2587,95273.921,2940610.6,30.807363,10787.066,1075108.2,10.751082,9,,,
8703,38,46,2,1981,1,.00436631,.5,.0043568,.9956432,95096.292,414.3154,94889.134,2845336.6,29.920584,12216.072,1075108.2,10.751082,9,,,
8826,32,47,2,1981,1,.00362565,.5,.00361909,.99638091,94681.977,342.6627,94510.645,2750447.5,29.049325,9800.5543,1075108.2,10.751082,9,,,
8895,37,48,2,1981,1,.00415964,.5,.00415101,.99584899,94339.314,391.6031,94143.512,2655936.9,28.153023,10851.58,1075108.2,10.751082,9,,,
8901,39,49,2,1981,1,.00438153,.5,.00437195,.99562805,93947.711,410.7349,93742.343,2561793.3,27.268289,11018.81,1075108.2,10.751082,9,,,
9561,59,50,2,1981,1,.0061709,.5,.00615192,.99384808,93536.976,575.4321,93249.26,2468051,26.385833,14941.642,1075108.2,10.751082,9,,,
8997,53,51,2,1981,1,.00589085,.5,.00587355,.99412645,92961.544,546.0145,92688.537,2374801.7,25.546066,13715.915,1075108.2,10.751082,9,,,
8988,79,52,2,1981,1,.0087895,.5,.00875104,.99124896,92415.529,808.7319,92011.163,2282113.2,24.694045,19652.864,1075108.2,10.751082,9,,,
9222,73,53,2,1981,1,.00791585,.5,.00788465,.99211535,91606.797,722.2872,91245.654,2190102,23.907637,16974.22,1075108.2,10.751082,9,,,
8844,68,54,2,1981,1,.00768883,.5,.00765938,.99234062,90884.51,696.1193,90536.451,2098856.4,23.093664,15788.583,1075108.2,10.751082,9,,,
9348,85,55,2,1981,1,.00909285,.5,.0090517,.9909483,90188.391,816.3583,89780.212,2008319.9,22.268054,17851.694,1075108.2,10.751082,9,,,
9051,94,56,2,1981,1,.01038559,.5,.01033194,.98966806,89372.033,923.3866,88910.339,1918539.7,21.466891,19461.607,1075108.2,10.751082,9,,,
9282,110,57,2,1981,1,.01185089,.5,.01178109,.98821891,88448.646,1042.021,87927.635,1829629.4,20.685782,21159.39,1075108.2,10.751082,9,,,
8808,122,58,2,1981,1,.01385104,.5,.01375578,.98624422,87406.625,1202.346,86805.452,1741701.7,19.926427,23520.18,1075108.2,10.751082,9,,,
10038,134,59,2,1981,1,.01334927,.5,.01326076,.98673924,86204.279,1143.134,85632.712,1654896.3,19.19738,21517.238,1075108.2,10.751082,9,,,
9903,149,60,2,1981,1,.01504595,.5,.0149336,.9850664,85061.144,1270.269,84426.01,1569263.6,18.448654,22972.442,1075108.2,10.751082,9,,,
9696,138,61,2,1981,1,.01423267,.5,.0141321,.9858679,83790.875,1184.141,83198.804,1484837.6,17.720755,20537.963,1075108.2,10.751082,9,,,
7629,150,62,2,1981,1,.01966182,.5,.0194704,.9805296,82606.734,1608.387,81802.54,1401638.8,16.967609,26749.251,1075108.2,10.751082,9,,,
6960,158,63,2,1981,1,.02270115,.5,.02244637,.97755363,80998.347,1818.119,80089.288,1319836.2,16.294607,29046.164,1075108.2,10.751082,9,,,
7533,165,64,2,1981,1,.02190362,.5,.02166634,.97833366,79180.228,1715.546,78322.456,1239746.9,15.657279,26290.938,1075108.2,10.751082,9,,,
7500,155,65,2,1981,1,.02066667,.5,.0204553,.9795447,77464.683,1584.563,76672.401,1161424.5,14.992955,23204.783,1075108.2,10.751082,9,,,
8553,203,66,2,1981,1,.02373436,.5,.02345601,.97654399,75880.12,1779.844,74990.197,1084752.1,14.295603,24848.915,1075108.2,10.751082,9,,,
7707,218,67,2,1981,1,.02828597,.5,.0278915,.9721085,74100.275,2066.768,73066.891,1009761.9,13.626965,27519.602,1075108.2,10.751082,9,,,
7692,230,68,2,1981,1,.0299012,.5,.02946074,.97053926,72033.507,2122.16,70972.427,936695,13.003601,26937.377,1075108.2,10.751082,9,,,
7176,254,69,2,1981,1,.03539576,.5,.03478023,.96521977,69911.347,2431.532,68695.58,865722.57,12.383148,29414.841,1075108.2,10.751082,9,,,
7182,250,70,2,1981,1,.03480925,.5,.03421377,.96578623,67479.814,2308.739,66325.445,797026.99,11.811339,26577.499,1075108.2,10.751082,9,,,
6726,256,71,2,1981,1,.03806125,.5,.03735045,.96264955,65171.075,2434.169,63953.991,730701.55,11.212053,26580.798,1075108.2,10.751082,9,,,
6897,275,72,2,1981,1,.03987241,.5,.03909304,.96090696,62736.906,2452.576,61510.618,666747.56,10.627677,25344.167,1075108.2,10.751082,9,,,
6291,281,73,2,1981,1,.04466698,.5,.04369121,.95630879,60284.33,2633.895,58967.382,605236.94,10.039706,25700.57,1075108.2,10.751082,9,,,
5769,316,74,2,1981,1,.05477552,.5,.05331534,.94668466,57650.435,3073.652,56113.608,546269.56,9.4755496,28364.561,1075108.2,10.751082,9,,,
5643,298,75,2,1981,1,.05280879,.5,.05145028,.94854972,54576.782,2807.99,53172.787,490155.95,8.9810342,24460.529,1075108.2,10.751082,9,,,
5109,346,76,2,1981,1,.06772362,.5,.06550549,.93449451,51768.792,3391.14,50073.222,436983.16,8.4410539,27873.059,1075108.2,10.751082,9,,,
4554,329,77,2,1981,1,.07224418,.5,.06972555,.93027445,48377.652,3373.158,46691.072,386909.94,7.9976999,26238.725,1075108.2,10.751082,9,,,
4107,306,78,2,1981,1,.07450694,.5,.07183099,.92816901,45004.493,3232.717,43388.135,340218.87,7.5596644,23704.991,1075108.2,10.751082,9,,,
4005,316,79,2,1981,1,.07890137,.5,.0759068,.9240932,41771.776,3170.762,40186.395,296830.73,7.1060117,21806.365,1075108.2,10.751082,9,,,
3594,331,80,2,1981,1,.09209794,.5,.08804362,.91195638,38601.014,3398.573,36901.728,256644.34,6.6486423,21905.329,1075108.2,10.751082,9,,,
3033,297,81,2,1981,1,.09792285,.5,.09335219,.90664781,35202.441,3286.225,33559.329,219742.61,6.2422548,19841.826,1075108.2,10.751082,9,,,
2592,300,82,2,1981,1,.11574074,.5,.10940919,.89059081,31916.216,3491.927,30170.253,186183.28,5.833501,19768.191,1075108.2,10.751082,9,,,
2034,278,83,2,1981,1,.1366765,.5,.12793373,.87206627,28424.289,3636.425,26606.076,156013.03,5.4887222,19471.783,1075108.2,10.751082,9,,,
1812,226,84,2,1981,1,.12472406,.5,.1174026,.8825974,24787.864,2910.16,23332.784,129406.95,5.220577,14651.319,1075108.2,10.751082,9,,,
7137,1472,85,2,1981,,.20624912,4.8485054,1,0,21877.704,21877.7,106074.17,106074.17,4.8485054,,1075108.2,10.751082,9,,,
65416,556,0,1,1991,1,.00849945,.1,.00843493,.99156507,100000,843.4927,99240.857,7156260.9,71.562609,60197.174,1098046,10.98046,999,,,
63744,50,1,1,1991,1,.00078439,.5,.00078408,.99921592,99156.507,77.74664,99117.634,7057020.1,71.170519,5496.5508,1098046,10.98046,999,,,
64032,22,2,1,1991,1,.00034358,.5,.00034352,.99965648,99078.761,34.03546,99061.743,6957902.4,70.225974,2373.5632,1098046,10.98046,999,,,
66832,23,3,1,1991,1,.00034415,.5,.00034409,.99965591,99044.725,34.08003,99027.685,6858840.7,69.249934,2343.4032,1098046,10.98046,999,,,
64944,13,4,1,1991,1,.00020017,.5,.00020015,.99979985,99010.645,19.81722,99000.737,6759813,68.273598,1343.2188,1098046,10.98046,999,,,
66062,17,5,1,1991,1,.00025733,.5,.0002573,.9997427,98990.828,25.47043,98978.093,6660812.3,67.287166,1701.3168,1098046,10.98046,999,,,
64414,16,6,1,1991,1,.00024839,.5,.00024836,.99975164,98965.358,24.57927,98953.068,6561834.2,66.304355,1617.6239,1098046,10.98046,999,,,
63736,13,7,1,1991,1,.00020397,.5,.00020395,.99979605,98940.778,20.17853,98930.689,6462881.1,65.320702,1308.1201,1098046,10.98046,999,,,
64252,14,8,1,1991,1,.00021789,.5,.00021787,.99978213,98920.6,21.55166,98909.824,6363950.4,64.333925,1375.8772,1098046,10.98046,999,,,
66562,12,9,1,1991,1,.00018028,.5,.00018027,.99981973,98899.048,17.82821,98890.134,6265040.6,63.347835,1120.5657,1098046,10.98046,999,,,
68170,9,10,1,1991,1,.00013202,.5,.00013201,.99986799,98881.22,13.05372,98874.693,6166150.5,62.359166,807.54569,1098046,10.98046,999,,,
66714,8,11,1,1991,1,.00011991,.5,.00011991,.99988009,98868.166,11.85505,98862.239,6067275.8,61.367334,721.62867,1098046,10.98046,999,,,
63924,12,12,1,1991,1,.00018772,.5,.00018771,.99981229,98856.311,18.55585,98847.033,5968413.5,60.374633,1111.1292,1098046,10.98046,999,,,
60620,22,13,1,1991,1,.00036292,.5,.00036285,.99963715,98837.755,35.86335,98819.824,5869566.5,59.385874,2112.2278,1098046,10.98046,999,,,
60682,19,14,1,1991,1,.00031311,.5,.00031306,.99968694,98801.892,30.93079,98786.427,5770746.7,58.407249,1791.3973,1098046,10.98046,999,,,
65242,32,15,1,1991,1,.00049048,.5,.00049036,.99950964,98770.961,48.43346,98746.744,5671960.2,57.425383,2757.7696,1098046,10.98046,999,,,
65436,32,16,1,1991,1,.00048903,.5,.00048891,.99951109,98722.528,48.26622,98698.395,5573213.5,56.45331,2701.3155,1098046,10.98046,999,,,
66804,51,17,1,1991,1,.00076343,.5,.00076314,.99923686,98674.261,75.30189,98636.61,5474515.1,55.48068,4141.7299,1098046,10.98046,999,,,
68520,70,18,1,1991,1,.0010216,.5,.00102108,.99897892,98598.96,100.6772,98548.621,5375878.5,54.52267,5441.6319,1098046,10.98046,999,,,
71436,77,19,1,1991,1,.00107789,.5,.00107731,.99892269,98498.282,106.1129,98445.226,5277329.9,53.577887,5635.2864,1098046,10.98046,999,,,
73632,79,20,1,1991,1,.0010729,.5,.00107233,.99892767,98392.169,105.5087,98339.415,5178884.6,52.63513,5503.6601,1098046,10.98046,999,,,
72570,91,21,1,1991,1,.00125396,.5,.00125318,.99874682,98286.661,123.1705,98225.075,5080545.2,51.691096,6309.1876,1098046,10.98046,999,,,
73708,80,22,1,1991,1,.00108536,.5,.00108478,.99891522,98163.49,106.4853,98110.248,4982320.1,50.755328,5354.3605,1098046,10.98046,999,,,
74046,80,23,1,1991,1,.00108041,.5,.00107983,.99892017,98057.005,105.8845,98004.063,4884209.9,49.809903,5223.9775,1098046,10.98046,999,,,
74836,106,24,1,1991,1,.00141643,.5,.00141543,.99858457,97951.12,138.6428,97881.799,4786205.8,48.863207,6709.9613,1098046,10.98046,999,,,
73792,105,25,1,1991,1,.00142292,.5,.00142191,.99857809,97812.478,139.0802,97742.938,4688324,47.931758,6601.5166,1098046,10.98046,999,,,
